,anime_id,name,genre,type,episodes,rating,members
2578,286,B'T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913
2579,23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,7,7.17,20337
2584,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",TV,52,7.17,1414
2585,17741,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,7.17,63418
2588,10690,Magic Tree House,"Adventure, Magic",Movie,1,7.17,3433
2604,7152,Anyamal Tantei Kiruminzoo,"Comedy, Magic, Shoujo",TV,50,7.16,3605
2606,1554,Asatte no Houkou.,"Drama, Supernatural",TV,12,7.16,16909
2607,751,Bomberman Jetters,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876
2608,3432,Chou Mashin Eiyuuden Wataru,"Action, Adventure, Comedy, Mecha",TV,51,7.16,615
2613,16385,Dog Days'',"Action, Adventure, Fantasy, Magic",TV,12,7.16,34576
2617,9723,Hakuouki Hekketsuroku Episode 0,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,1,7.16,8025
2620,20673,Hinata no Aoshigure,"Adventure, Fantasy, Romance",Movie,1,7.16,6970
2625,8097,Lupin III: The Last Job,"Adventure, Comedy, Shounen",Special,1,7.16,2685
2632,2489,Onegai My Melody,"Comedy, Fantasy, Magic",TV,52,7.16,3633
2639,758,RahXephon: Pluralitas Concentio,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524
2641,22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401
2643,4021,Seiyou Kottou Yougashiten: Antique,"Comedy, Shoujo, Shounen Ai",TV,12,7.16,21937
2646,2170,Sousei no Aquarion OVA,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
2652,20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru","Comedy, School, Slice of Life",OVA,1,7.16,39779
2658,29437,Detective Conan: Happy New Year Special,"Action, Comedy, Mystery, Police, Shounen",Special,1,7.15,1202
2662,2819,Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen",TV,43,7.15,2104
2667,2891,Iblard Jikan,Fantasy,OVA,1,7.15,11116
2669,11299,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,"Action, Adventure, Comedy, Mecha, Shounen, Space",Special,1,7.15,683
2670,3483,Maison Ikkoku: Utsuriyuku Kisetsu no Naka de,"Comedy, Drama, Romance",OVA,1,7.15,1458
2676,2000,Roujin Z,"Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358
2678,2758,Shippuu! Iron Leaguer,"Sci-Fi, Shounen, Sports",TV,52,7.15,432
2686,7113,30th Gundam Perfect Mission,"Mecha, Sci-Fi",OVA,1,7.14,3963
2702,7904,Kemono no Souja Erin: Soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386
2707,5520,Onegai My Melody Sukkiri♪,"Comedy, Fantasy, Magic",TV,52,7.14,966
2709,524,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance",OVA,1,7.14,22614
2724,1022,Generator Gawl,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457
2730,31815,"Kono Danshi, Mahou ga Oshigoto Desu.","Fantasy, Magic, Shounen Ai",TV,4,7.13,9961
2731,1384,Kyuuketsuhime Miyu,"Action, Demons, Drama, Horror, Vampire",OVA,4,7.13,11019
2735,3136,Ochamegami Monogatari: Korokoro Pollon,"Comedy, Magic, Parody",TV,46,7.13,1049
2746,6941,Toriko: Jump Super Anime Tour 2009 Special,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,7.13,4650
2747,961,Virtua Fighter,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,7.13,3875
2754,10418,Deadman Wonderland OVA,"Action, Horror, Sci-Fi",OVA,1,7.12,78878
2759,18097,Inazuma Eleven Go: Galaxy,"Shounen, Sports, Super Power",TV,43,7.11,9258
2760,358,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6,7.12,18254
2769,1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862
2774,2570,Ochame na Futago: Claire Gakuin Monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26,7.12,1228
2782,5298,Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,"Fantasy, Game, Sci-Fi",Special,1,7.12,5176
2784,2810,Anime Himitsu no Hanazono,"Drama, Historical, Kids, Shoujo",TV,39,7.11,2188
2799,2157,Koutetsushin Jeeg,"Mecha, Sci-Fi",TV,13,7.11,3627
2802,20141,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,"Action, Adventure, Comedy, Shounen",Special,1,7.11,2083
2813,7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,"Drama, Historical, Military, Supernatural",Movie,1,7.11,4812
2818,3072,Uchuu Senkan Yamato: Kanketsu-hen,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,7.11,1609
2821,5342,Asura Cryin',"Action, Mecha, Supernatural",TV,13,7.1,68608
2828,116,El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance",TV,26,7.1,9289
2831,33740,Katekyo Hitman Reborn! x ēlDLIVE Special,"Shounen, Super Power",Special,1,7.1,4371
2836,8234,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090
2838,525,Otogizoushi,"Adventure, Drama, Fantasy, Historical",TV,26,7.1,10591
2839,1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.1,45203
2841,6749,Prince of Tennis: The Band of Princes Film Kick the Future,"Action, Music",Music,1,7.1,3826
2853,5031,Cobra The Animation: Time Drive,"Action, Adventure, Sci-Fi, Space",OVA,2,7.09,2155
2860,2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072
2861,21431,Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899
2869,17635,Koitabi: True Tours Nanto,Romance,Special,6,7.09,7452
2872,1435,Lupin III: Lupin vs. Fukusei-ningen,"Action, Adventure, Comedy, Mystery, Shounen",Movie,1,7.09,4969
2875,621,Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire",TV,12,7.09,11143
2876,6884,Ookami to Koushinryou II Specials,Fantasy,Special,2,7.09,34903
2888,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,"Romance, School, Shoujo Ai",ONA,7,7.08,43338
2890,1049,Cello Hiki no Gauche (1982),"Drama, Fantasy, Kids, Music",Movie,1,7.08,6524
2892,984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,2,7.08,21043
2898,5039,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,7.08,52145
2899,1438,Lupin III: Lupin Ansatsu Shirei,"Action, Adventure, Comedy, Shounen",Special,1,7.08,3006
2915,11285,Black★Rock Shooter (TV),"Action, Drama, School, Slice of Life",TV,8,7.07,198991
2916,3407,Blassreiter,"Action, Sci-Fi",TV,24,7.07,55444
2917,31105,Buddy Complex: Daremo Shiranai Ashita e,"Action, Mecha, Sci-Fi",ONA,1,7.07,987
2921,127,Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.07,14582
2923,3579,Getter Robo,"Action, Mecha, Sci-Fi, Shounen",TV,51,7.07,2938
2929,6293,Koukou Butouden Crows,"Action, School, Shounen",OVA,2,7.07,1509
2931,2751,Miyori no Mori,"Drama, Fantasy, Slice of Life",Special,1,7.07,6273
2932,31138,Overlord: Ple Ple Pleiades,"Action, Comedy, Fantasy, Magic",Special,8,7.07,25625
2936,4810,Shinzou Ningen Casshern,Action,TV,35,7.07,2822
2958,1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,1,7.06,6105
2962,9712,Maria†Holic Alive,"Comedy, Parody, School, Shoujo Ai",TV,12,7.06,40502
2972,10014,Shouwa Monogatari,"Drama, Historical",TV,13,7.06,3563
2980,1798,Animation Seisaku Shinkou Kuromi-chan 2,"Comedy, Drama, Parody",OVA,1,7.05,3841
2983,1844,CLAMP Gakuen Tanteidan,"Action, Comedy, Mystery",TV,26,7.05,7830
2985,502,Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.05,30279
2994,5235,Live On Cardliver Kakeru,"Fantasy, Game",TV,51,7.05,528
2995,1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,1,7.05,5270
2999,19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,Comedy,Special,13,7.05,6311
3009,1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",OVA,3,7.05,4754
3010,30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,"Fantasy, Magic",OVA,1,7.05,2540
3017,280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,51,7.04,1511
3018,1797,Animation Seisaku Shinkou Kuromi-chan,"Comedy, Drama, Parody",OVA,1,7.04,5794
3021,17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,12,7.04,46874
3023,28221,Etotama,"Action, Comedy, Fantasy",TV,12,7.04,36463
3025,19261,Gintama x Mameshiba,"Comedy, Parody",Special,6,7.04,5566
3027,2280,Hare Tokidoki Buta (TV),Comedy,TV,61,7.04,607
3028,2999,Hi no Tori: Yamato-hen,"Drama, Historical",OVA,1,7.04,1069
3032,580,Kogepan,Comedy,TV,10,7.04,4436
3034,1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,"Action, Adventure, Comedy, Shounen",Special,1,7.04,3279
3037,1951,Manie-Manie: Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,3,7.04,9568
3039,30514,Nisekoimonogatari,Music,ONA,1,7.04,17116
3042,33606,One Piece Film: Gold Episode 0 - 711 ver.,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.04,4166
3043,17115,Pokemon Best Wishes! Season 2: Episode N,"Action, Adventure, Comedy, Fantasy, Kids",TV,14,7.04,13647
3046,32160,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,7.04,699
3055,711,Uchuu Senkan Yamato (Movie),"Drama, Military, Sci-Fi, Space",Movie,1,7.04,2154
3065,891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.03,27194
3066,12035,Dwaejiui Wang,"Drama, Psychological, Seinen, Thriller",Movie,1,7.03,2697
3078,2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,24,7.03,931
3083,28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,"Action, Adventure, Fantasy, Kids",ONA,1,7.04,4068
3086,28105,Shirobako Specials,"Adventure, Comedy",Special,2,7.03,11669
3090,2832,Ani*Kuri15,"Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural",Special,15,7.02,12926
3114,212,Project A-Ko,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,7.02,7846
3125,1024,Weiß Kreuz OVA,"Action, Drama",OVA,2,7.02,4296
3131,2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,"Action, Shounen, Sports",OVA,1,7.01,2313
3147,2016,Mermaid Forest OVA,"Drama, Fantasy, Horror, Mystery",OVA,1,7.01,3708
3149,9693,Moshidora,"Drama, Sports",TV,10,7.01,15952
3152,561,Sakura Taisen,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.01,11293
3161,30355,Wakaba*Girl,"Comedy, School, Slice of Life",TV,13,7.01,22773
3166,6246,Black Jack: Sora kara Kita Kodomo,Drama,OVA,1,7.0,1595
3169,2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,"Action, Shounen, Sports",Movie,1,7.0,2334
3170,32483,Cheer Danshi!!,"School, Sports",TV,12,7.0,29219
3172,22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Slice of Life, Super Power",Special,1,7.0,4153
3180,1792,Overman King Gainer,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.0,6551
3181,13377,Recorder to Randoseru Re♪,"Comedy, School, Seinen, Slice of Life",TV,13,7.0,17283
3184,884,Shin Angyo Onshi,"Action, Fantasy",Movie,1,7.0,13231
3194,896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,6.99,57840
3197,603,Futari wa Precure,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,6.99,17671
3207,6794,Kurokami: Tora to Tsubasa,"Action, Martial Arts, Super Power",Special,1,6.99,6302
3209,32153,Mahou Shoujo Madoka★Magica: Concept Movie,"Drama, Magic, Psychological, Thriller",Movie,1,6.99,5452
3212,1935,Megazone 23,"Action, Mecha, Music, Mystery, Romance, Sci-Fi",OVA,4,6.99,6483
3214,800,NieA Under 7,"Comedy, Sci-Fi, Slice of Life",TV,13,6.99,16711
3220,8800,Senkou no Night Raid Specials,"Action, Historical, Military, Super Power",Special,3,6.99,3667
3223,3317,Uchuusen Sagittarius,"Adventure, Sci-Fi",TV,77,6.99,370
3232,10259,Da Yu Hai Tang,"Adventure, Supernatural",Movie,1,6.98,7639
3234,2646,Dorami & Doraemons: Robot School's Seven Mysteries,Fantasy,Movie,1,6.98,569
3239,31068,Hime Chen! Otogi Chikku Idol Lilpri (2011),"Magic, Shoujo",TV,51,6.98,464
3240,3349,Kiddy GiRL-AND,"Action, Comedy, Sci-Fi, Super Power",TV,24,6.98,13368
3261,1804,Koko wa Green Wood,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",OVA,6,6.97,4176
3263,1398,Macross Dynamite 7,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,4,6.97,7280
3269,1727,Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School",TV,12,6.97,22282
3270,8017,Soukou Kihei Votoms: Gen-ei Hen,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6,6.97,1454
3273,21065,Yakusoku (ONA),"Drama, Music",ONA,1,6.97,615
3274,882,Yuu☆Yuu☆Hakusho (Movie),"Action, Adventure, Comedy",Movie,1,6.97,13904
3279,2520,Dragon Ball Specials,"Comedy, Fantasy, Shounen, Super Power",Special,2,6.96,14575
3299,244,Agatha Christie no Meitantei Poirot to Marple,"Historical, Mystery",TV,39,6.95,3933
3304,22057,"Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.","Comedy, Romance, Seinen, Supernatural",OVA,1,6.95,12930
3311,83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,"Drama, Mecha, Military, Romance, Sci-Fi",Movie,1,6.95,8078
3315,33569,Re:Petit kara Hajimeru Isekai Seikatsu,"Adventure, Comedy, Fantasy",Special,14,6.95,14310
3318,538,Shin Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen",TV,26,6.95,22621
3320,3086,Strait Jacket,"Action, Fantasy, Sci-Fi",OVA,3,6.95,18975
3326,285,Argento Soma,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,6.94,12809
3327,5311,Astroganger,"Action, Mecha, Sci-Fi",TV,26,6.94,492
3332,13281,FlashBack,Music,Music,1,6.94,1508
3341,1018,Majutsushi Orphen: Revenge,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,23,6.94,9126
3343,5249,Mitsume ga Tooru,Adventure,TV,48,6.94,383
3345,25805,Pokemon the Movie XY: Ring no Choumajin Hoopa,"Adventure, Fantasy, Kids",Movie,1,6.94,7636
3350,2316,Akakichi no Eleven,Sports,TV,52,6.93,957
3353,13029,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama",TV,26,6.93,1597
3358,2645,Dorami & Doraemons: Space Land's Critical Event,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,6.93,457
3368,5296,Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,"Action, Horror, School, Shounen, Supernatural",Movie,1,6.93,1070
3373,6199,Mai-Otome Zwei Special,Magic,Special,1,6.93,2512
3376,2614,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,"Adventure, Drama, Sci-Fi",Movie,1,6.93,753
3378,7474,"Onegai☆Teacher: Marie, Ai no Gekijou","Comedy, Drama, Romance, Sci-Fi",Special,1,6.93,7254
3379,14685,Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi",OVA,1,6.93,2503
3380,9883,Osomatsu-kun (1988),Comedy,TV,86,6.93,1723
3381,1121,Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,6.93,43444
3382,3765,Pygmalio,"Adventure, Fantasy",TV,39,6.93,533
3410,3159,The Kabocha Wine,"Comedy, Romance, School, Slice of Life",TV,95,6.92,871
3411,33037,Tsukiuta. The Animation,Music,TV,13,6.92,11183
3429,8228,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1,6.91,913
3431,8078,Kure-nai OVA,"Action, Comedy",OVA,2,6.91,9853
3432,6741,Makai Senki Disgaea: Welcome to Netherworld,"Action, Comedy, Demons, Fantasy, Magic",Special,1,6.91,3415
3444,18121,Teekyuu 2,"Comedy, School, Shounen, Sports",TV,12,6.91,15887
3445,605,Tenshi ni Narumon!,"Comedy, Fantasy, Romance",TV,26,6.91,3847
3448,4804,To Heart 2 AD Plus,Romance,OVA,2,6.91,3772
3449,23405,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,"Shounen, Supernatural",ONA,3,6.91,5949
3456,2166,Doujin Work,"Comedy, Slice of Life",TV,12,6.9,20504
3459,6735,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,"Sci-Fi, Space",Special,1,6.9,730
3464,2938,Idol Densetsu Eriko,Music,TV,51,6.9,1776
3465,704,Kanon Kazahana,"Drama, Romance, Slice of Life, Supernatural",Special,1,6.9,9693
3471,860,Makai Senki Disgaea,"Action, Comedy, Demons, Fantasy, Magic",TV,12,6.9,30146
3481,965,Yoshinaga-san'chi no Gargoyle,"Comedy, Fantasy, Slice of Life",TV,13,6.9,3204
3485,1599,Eat-Man '98,"Action, Adventure, Sci-Fi, Shounen, Super Power",TV,12,6.89,2757
3493,17725,Magical☆Star Kanon 100%,"Magic, Music, Shounen",OVA,1,6.89,18291
3498,1597,Panyo Panyo Di Gi Charat,Comedy,TV,48,6.89,3207
3505,8754,Tales of the Abyss Special Fan Disc,"Comedy, Slice of Life",Special,2,6.89,2975
3510,14117,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire",Special,2,6.88,6993
3515,296,Dragon Drive,"Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen",TV,38,6.88,14232
3546,9957,Hoshizora no Violin,"Historical, Slice of Life",Movie,1,6.87,482
3553,1074,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen taikai Kaisai!!,"Adventure, Comedy, Game, Shounen",OVA,1,6.87,45188
3557,7016,Senjou no Valkyria: SenVal Theater,Comedy,Special,9,6.87,8006
3564,5505,Viper's Creed,"Action, Military, Sci-Fi",TV,12,6.87,7393
3580,15895,Hiyokoi (2012),"Romance, School, Shoujo",Special,3,6.86,13168
3585,12659,Nisoku Hokou,Music,Music,1,6.86,1116
3590,23871,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,"Comedy, Music, Slice of Life",OVA,1,6.85,1246
3594,7536,Soukou Kihei Votoms: Pailsen Files the Movie,"Mecha, Military, Sci-Fi, Space",Movie,1,6.86,915
3598,22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,Comedy,OVA,1,6.86,13119
3601,13047,Anime Koukyoushi: Jungle Taitei,"Adventure, Kids, Shounen",OVA,1,6.85,407
3613,18053,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,"Drama, Romance, School",Special,1,6.85,3526
3618,17585,Myself ; Yourself Specials,"Drama, Romance, School",Special,2,6.85,4128
3619,10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,"Comedy, Shounen",Movie,1,6.85,297
3625,4031,Sakigake!! Otokojuku Movie,"Action, Comedy, Martial Arts, School, Shounen",Movie,1,6.85,1060
3628,2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi",Movie,1,6.85,2634
3629,2620,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha",TV,26,6.85,1889
3635,4339,Ashita e Attack!,"Drama, School, Sports",TV,23,6.84,616
3641,13755,Feeling from Mountain and Water,Music,Movie,1,6.82,437
3645,5036,Hurricane Live! 2033,Music,Special,7,6.84,972
3646,5129,Jikuu Boukenki Zentrix,"Adventure, Mecha, Sci-Fi",TV,26,6.84,392
3650,4468,Nagagutsu wo Haita Neko no Bouken,"Adventure, Fantasy",TV,26,6.84,378
3651,1247,Project BLUE Chikyuu SOS,"Adventure, Comedy, Sci-Fi, Shounen",TV,6,6.84,1892
3656,14853,Tsukumo,"Historical, Supernatural",Movie,1,6.84,3772
3657,447,Weiß Kreuz,"Action, Drama, Shounen",TV,25,6.84,13039
3658,10532,Working'!! Announcement Specials,Comedy,ONA,2,6.84,8973
3664,24823,Days,Music,Music,1,6.83,2907
3680,10197,Nyanpire The Animation,"Comedy, Supernatural",TV,12,6.83,19161
3681,1300,Omishi Mahou Gekijou: Risky/Safety,"Comedy, Shoujo",TV,24,6.83,2230
3691,1001,Tide-Line Blue Special,"Adventure, Drama, Shounen",Special,1,6.83,1345
3697,14355,Yama no Susume,"Adventure, Comedy, Slice of Life",TV,12,6.83,27487
3699,19429,Akuma no Riddle,"Action, School, Shoujo Ai",TV,12,6.82,127641
3705,6855,Da Nao Tiangong,Adventure,Movie,1,6.82,342
3714,26063,Kaibutsu Oujo (OVA) Specials,"Adventure, Comedy, Horror, Shounen, Supernatural",Special,3,6.82,922
3716,3935,Karakuri Kiden: Hiwou Senki,"Action, Adventure, Historical, Mecha",TV,26,6.82,719
3726,27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari","Music, School, Slice of Life",Special,1,6.82,3466
3728,23067,Tenkai Knights,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,52,6.82,1249
3735,1593,Azumanga Web Daioh,"Comedy, School, Slice of Life",ONA,1,6.81,21904
3747,6733,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,"Drama, Sci-Fi, Space",Special,1,6.81,783
3749,21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,Comedy,Special,13,6.81,15586
3750,17919,Houkago no Pleiades (TV),"Magic, Space",TV,12,6.81,20062
3754,667,Kashimashi: Girl Meets Girl,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",TV,12,6.81,32198
3757,25939,Mahou Shoujo Lyrical Nanoha ViVid,"Action, Adventure, Magic",TV,12,6.81,11952
3761,1109,Monster Extra,"Drama, Horror, Mystery, Seinen",Special,1,6.81,6004
3771,5201,Salad Juu Yuushi Tomatoman,"Adventure, Comedy",TV,50,6.81,443
3774,19391,Shingeki no Kyojin Picture Drama,"Comedy, Parody",Special,9,6.81,26363
3775,420,Spriggan,"Adventure, Military, Sci-Fi, Shounen",Movie,1,6.81,13256
3790,2653,Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,6.8,524
3791,1317,Eyeshield 21: Maboroshi no Golden Bowl,"Shounen, Sports",Movie,1,6.8,5611
3800,1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"Demons, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",OVA,3,6.8,2051
3803,1204,Kujira no Chouyaku,"Drama, Fantasy, Kids",Movie,1,6.8,4670
3813,18099,Recorder to Randoseru Mi☆,"Comedy, School, Seinen, Slice of Life",TV,12,6.8,12240
3822,6670,8-gatsu no Symphony: Shibuya 2002-2003,Music,Movie,1,6.79,789
3826,3271,Bakuto Sengen Daigander,"Adventure, Mecha, Sci-Fi, Shounen",TV,39,6.79,1174
3828,7619,Gegege no Kitarou (1996),"Adventure, Demons, Supernatural",TV,114,6.79,839
3829,5936,Hashire! Shiroi Ookami,Drama,Movie,1,6.79,485
3833,3394,Kimagure Orange☆Road: Shounen Jump Special,"Drama, Romance, Shounen",OVA,1,6.79,1942
3838,3057,Loveless Specials,"Comedy, Fantasy, Romance, Shounen Ai, Supernatural",Special,6,6.79,11846
3842,29855,Meiji Tokyo Renka Movie: Yumihari no Serenade,"Fantasy, Harem, Romance, Shoujo",Movie,1,6.79,5745
3844,3438,Moero! Top Striker,"Action, Shounen, Sports",TV,49,6.79,2072
3847,32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,"Comedy, Shounen",Special,7,6.79,2572
3848,23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.79,2935
3852,1544,Super Robot Taisen OG The Animation,"Mecha, Sci-Fi, Shounen, Space",OVA,3,6.79,2653
3856,3835,Ai no Gakko Cuore Monogatari,"Drama, Historical, Slice of Life",TV,26,6.78,1082
3857,25241,Akame ga Kill! Theater,Comedy,ONA,24,6.78,26852
3883,6666,Passion,Music,Music,1,6.78,2100
3885,9107,Pokemon Best Wishes!,"Action, Adventure, Comedy, Fantasy, Kids",TV,84,6.78,33730
3887,5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai","Adventure, Fantasy",Special,1,6.78,6671
3888,6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"Adventure, Comedy, Fantasy, Kids",Special,1,6.78,6907
3891,26019,Rokujouma no Shinryakusha!?,"Comedy, Romance, School, Supernatural",Special,1,6.78,3280
3908,7307,Gegege no Kitarou (1985),"Comedy, Supernatural",TV,108,6.77,573
3913,12991,Katte ni Kaizou Specials,"Comedy, Parody, School, Sci-Fi, Shounen",Special,3,6.77,1736
3921,26351,Nagato Yuki-chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life",TV,16,6.77,62601
3943,2319,Freedom Previsited,"Action, Adventure, Sci-Fi",OVA,1,6.76,1990
3951,17655,Mobile Suit Gundam AGE: Memory of Eden,"Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.76,2405
3959,16718,SKET Dance: SD Character Flash Anime,"Comedy, School, Shounen",ONA,16,6.76,2017
